Código Interno,Regional,Escola,1º Simulado: Participação (%),1º Simulado: Nota,1º Teste de Redação: Participação (%),1º Teste de Redação: Nota,2º Teste de Redação: Participação (%),2º Teste de Redação: Nota,2º Simulado: Participação (%),2º Simulado: Nota,3º Teste de Redação: Participação (%),3º Teste de Redação: Nota,4º Teste de Redação: Participação (%),4º Teste de Redação: Nota,Objetivas - 1º Simulado: Participação (%),Objetivas - 1º Simulado: Acertos (%),Objetivas - 2º Simulado: Participação (%),Objetivas - 2º Simulado: Acertos (%)
25155,NORTE FLUMINENSE,CE RAIMUNDO DE MAGALHAES,"97,89%","112,23","97,18%","221,60","46,50%","293,70","60,99%","226,51","55,41%","376,09","51,59%","363,46","97,89%","16,48%","60,99%","19,49%"
25132,NORTE FLUMINENSE,CE ROCHA LEAO,"98,90%","266,67","100,00%","313,78","76,92%","458,24","72,53%","361,21","81,32%","490,56","73,63%","462,69","98,90%","22,56%","72,53%","22,34%"
25094,NORTE FLUMINENSE,CE ROTARY II - ENILDA BARRETO RANGEL,"96,68%","192,18","99,17%","281,02","99,50%","218,16","100,00%","175,82","99,34%","182,83","99,34%","154,54","96,68%","18,67%","100,00%","12,76%"
25147,NORTE FLUMINENSE,CE SAO FRANCISCO DE PAULA,"91,07%","220,70","81,85%","402,13","83,29%","460,76","81,25%",----,"90,45%","472,20","86,74%","411,17","91,07%","21,11%","81,25%","38,13%"
25125,NORTE FLUMINENSE,CE TELIO BARRETO,"68,88%","126,84","48,55%","298,12","48,34%","393,67","49,00%","251,00","43,71%","336,82","33,77%","356,81","68,88%","20,01%","49,00%","19,77%"
25095,NORTE FLUMINENSE,CE THEOTONIO FERREIRA DE ARAUJO,"98,31%","117,24","78,81%","384,05","91,20%","357,30","100,00%","171,81","63,20%","492,90","67,20%","456,12","98,31%","19,14%","100,00%","17,24%"
25109,NORTE FLUMINENSE,CE THOMAZ GOMES,"70,63%","155,20","53,97%","389,71","29,58%","404,04","64,17%",----,"42,25%",----,"4,23%","373,34","70,63%","20,57%","64,17%","13,63%"
25115,NORTE FLUMINENSE,CE TOBIAS TOSTES MACHADO,"98,20%","255,68","99,28%","365,65","86,52%","389,71","92,23%","347,95","88,09%","377,65","88,40%","340,86","98,20%","19,41%","92,23%","16,45%"
25126,NORTE FLUMINENSE,CE VISCONDE DE ARAUJO,"96,84%","356,86","66,77%","470,10","65,19%","470,87","49,05%","437,29","54,75%","441,16","47,78%","487,79","96,84%","21,53%","49,05%","21,21%"
25129,NORTE FLUMINENSE,CE VISCONDE DE QUISSAMA,"94,96%","177,25","91,10%","279,17","67,60%","428,49","55,07%","295,99","62,85%","436,19","53,63%","424,32","94,96%","18,34%","55,07%","21,18%"
25096,NORTE FLUMINENSE,CE VISCONDE DO RIO BRANCO,"97,80%","97,53","95,60%","154,35","47,25%","427,62","61,54%","114,29","57,14%","342,31","57,14%","347,45","97,80%","17,43%","61,54%","20,44%"
25098,NORTE FLUMINENSE,CIEP 056 DOUTOR CUSTODIO SIQUEIRA,"75,10%","173,91","65,46%","414,59","45,28%","425,58","65,11%","305,21","39,35%","442,88","16,71%",----,"75,10%","22,88%","65,11%","20,49%"
25099,NORTE FLUMINENSE,CIEP 057 DOUTOR NILO PEÇANHA,"97,83%","95,11","58,70%","301,96","38,24%","372,31","58,82%","109,33","36,76%","310,40","50,00%","312,75","97,83%","14,46%","58,82%","18,50%"
25134,NORTE FLUMINENSE,CIEP 257 JOAQUIM DO REGO BARROS,"62,88%","209,45","42,98%","331,91","51,16%","183,08","15,26%","195,97","56,04%","216,39","50,18%","236,76","62,88%","22,64%","15,26%","16,11%"
25100,NORTE FLUMINENSE,CIEP 268 LUIZ CARLOS DE LACERDA,"77,27%","160,59","76,14%","253,13","88,64%","325,79","84,09%","107,78","72,73%","344,38","72,73%","259,05","77,27%","22,51%","84,09%","19,78%"
25101,NORTE FLUMINENSE,CIEP 270 PREFEITO JOSE ALVES DE AZEVEDO,"73,91%","190,59","65,22%","306,66","55,26%","401,90","75,68%","252,42","50,00%","400,21","55,26%","366,41","73,91%","20,03%","75,68%","20,39%"
25116,NORTE FLUMINENSE,CIEP 271 JOSE BONIFACIO TASSARA,"95,45%","188,57","68,18%","408,57","81,82%","444,44","72,73%","194,67","77,27%","418,82","72,73%","390,00","95,45%","24,27%","72,73%","18,27%"
25128,NORTE FLUMINENSE,CIEP 393 PREFEITO CARLOS EMIR MUSSI,"82,62%","313,54","53,46%","470,51","61,68%","461,05","66,67%","309,85","67,56%","462,00","58,65%","471,61","82,62%","23,08%","66,67%","21,13%"
25102,NORTE FLUMINENSE,CIEP 417 GINÁSIO PÚBLICO JOSÉ DO PATROCÍNIO,"77,50%","206,45","62,50%","352,96","51,02%","315,28","82,93%","329,41","40,82%",----,"46,94%","401,74","77,50%","23,76%","82,93%","20,20%"
25103,NORTE FLUMINENSE,CIEP 461 CLOVIS TAVARES,"97,75%","197,24","98,88%","285,50","100,00%","279,09","98,88%","217,73","100,00%","313,26","100,00%","334,55","97,75%","20,85%","98,88%","14,79%"
25104,NORTE FLUMINENSE,CIEP 462 NACAO GOITACA,"100,00%","174,29","75,00%","410,91","70,00%","400,95","63,33%","365,00","60,00%","455,56","51,67%","442,58","100,00%","22,20%","63,33%","22,60%"
25105,NORTE FLUMINENSE,CIEP 463 JOÃO BORGES BARRETO,"91,00%","365,79","97,00%","418,62","66,13%","559,51","62,63%","563,55","50,00%",----,"46,77%","617,93","91,00%","25,80%","62,63%","20,21%"
25111,NORTE FLUMINENSE,CIEP 464 ADMAR FERREIRA DE MEDEIROS,"100,00%","199,07","67,44%","497,93","45,61%","530,77","82,35%","437,48","47,37%","491,85","49,12%","531,43","100,00%","20,44%","82,35%","20,41%"
25106,NORTE FLUMINENSE,CIEP 466 NINA ARUEIRA,"76,92%","66,00","76,92%","380,00","41,30%","273,26","76,47%","181,26","28,26%","486,15","39,13%","378,59","76,92%","19,29%","76,47%","23,43%"
25148,NORTE FLUMINENSE,CIEP 470 CELSO MARTINS CORDEIRO,"97,89%","175,91","67,37%","365,08","58,95%","444,36","72,63%","363,08","62,11%","445,42","60,00%","468,07","97,89%","18,31%","72,63%","36,16%"
25108,NORTE FLUMINENSE,LICEU DE HUMANIDADES DE CAMPOS,"84,13%","285,80","52,58%","396,35","53,15%","459,42","56,98%","401,35","62,91%","476,94","52,01%","463,53","84,13%","19,29%","56,98%","22,07%"
25748,SERRANA I,CE ALCINDO GUANABARA,"98,54%","244,15","71,05%","422,22","64,49%","484,46","66,19%","399,57","61,80%","469,11","57,98%","496,20","98,54%","20,32%","66,19%","22,01%"
25798,SERRANA I,CE CABO BM FLÁVIO UANDERSON RODRIGUES DE FREITAS,"98,46%","499,38","98,46%","537,50","96,92%","610,79","96,92%","599,37","95,38%","622,58","90,77%","606,10","98,46%","31,67%","96,92%","24,81%"
25745,SERRANA I,CE CABO PM ELISÂNGELA BESSA CORDEIRO,"100,00%","283,72","74,42%","456,25","93,02%","486,00","97,67%","346,67","100,00%","458,60","100,00%","400,00","100,00%","25,27%","97,67%","21,07%"
25789,SERRANA I,CE CAMPOS SALLES,"98,62%","384,91","81,65%","479,32","69,35%","495,35","78,63%","466,38","66,94%","440,48","70,97%","449,37","98,62%","25,97%","78,63%","22,67%"
25770,SERRANA I,CE CARDOSO FONTES,"98,92%","293,59","68,83%","438,88","68,56%","497,53","68,02%","421,15","65,04%","464,00","61,25%","466,43","98,92%","22,84%","68,02%","21,38%"
25799,SERRANA I,CE CONDESSA DO RIO NOVO,"87,89%","145,44","57,46%","388,19","46,45%","484,21","79,45%","368,37","46,45%",----,"1,27%",----,"87,89%","19,19%","79,45%","38,49%"
25747,SERRANA I,CE CORONEL ANTONIO PECANHA,"97,78%","220,23","70,56%",----,"59,36%",----,"66,49%",----,"74,33%","473,38","79,68%","473,21","97,78%","17,41%","66,49%","23,74%"
25782,SERRANA I,CE CORONEL JOAO LIMONGI,"95,83%","260,43","65,44%","450,08","63,64%","503,70","63,64%","416,40","72,26%","474,93","66,20%","490,35","95,83%","22,35%","63,64%","22,50%"
25751,SERRANA I,CE CORONEL SERGIO JOSE DO AMARAL,"100,00%","281,47","82,20%","432,16","74,35%","415,89","78,53%","330,00","83,25%","407,64","87,96%","411,67","100,00%","24,31%","78,53%","21,14%"
25749,SERRANA I,CE CORTUME CARIOCA,"99,55%","244,91","83,26%","392,22","74,66%","365,64","56,11%","322,35","81,00%","348,60","57,01%","390,82","99,55%","20,34%","56,11%","21,50%"
25771,SERRANA I,CE DE ARARAS,"97,96%","272,50","88,44%","440,00","89,12%","489,85","87,07%","415,36","88,44%","489,30","87,07%","479,68","97,96%","22,70%","87,07%","20,89%"
25752,SERRANA I,CE DE MAGE,"87,91%","192,49","60,93%","375,29","59,65%","395,85","70,58%","334,00","62,91%","336,95","55,23%","410,74","87,91%","19,44%","70,58%","26,16%"
25772,SERRANA I,CE DOM PEDRO II,"92,08%","324,62","59,98%","421,38","55,07%","482,31","71,10%","429,82","64,37%","469,99","54,13%","457,83","92,08%","22,79%","71,10%","22,22%"
25800,SERRANA I,CE DOUTOR VALMIR PECANHA,"93,64%","270,30","68,18%","385,60","56,36%","350,97","70,00%","233,42","60,91%","388,66","66,36%","443,84","93,64%","22,44%","70,00%","20,86%"
25790,SERRANA I,CE EDMUNDO BITTENCOURT,"57,92%",----,"59,15%","364,02","92,20%","293,62","61,52%","311,63","62,88%",----,"50,00%","395,12","57,92%","16,46%","61,52%","19,52%"
25773,SERRANA I,CE EMBAIXADOR JOSE BONIFACIO,"98,40%","190,87","97,86%","293,48","99,47%","331,01","99,47%","257,75","100,00%","326,95","100,00%","302,95","98,40%","21,19%","99,47%","16,49%"
25791,SERRANA I,CE EUCLYDES DA CUNHA,"98,05%","262,42","70,18%",----,"80,23%","476,83","62,79%","412,67","56,65%","488,27","65,40%","477,44","98,05%","20,06%","62,79%","21,47%"
25792,SERRANA I,CE FANY NISKIER,"93,18%","305,37","75,00%","421,88","77,27%","465,88","85,23%","398,31","68,18%","430,00","76,14%","432,84","93,18%","23,39%","85,23%","22,18%"
25801,SERRANA I,CE GUILHERMINA GUINLE,"100,00%","182,58","85,48%","404,80","77,42%","536,52","82,26%","442,45","80,65%","489,57","80,65%","476,00","100,00%","22,48%","82,26%","28,06%"
25793,SERRANA I,CE HIGINO DA SILVEIRA,"76,34%","273,35","70,04%","422,62","59,44%","454,33","60,76%","366,67","60,26%","448,85","58,29%","461,02","76,34%","22,87%","60,76%","22,12%"
25774,SERRANA I,CE IRMA CECILIA JARDIM,"98,88%","237,36","72,07%","421,33","66,22%","466,56","75,64%","359,95","61,66%","462,43","61,93%","456,45","98,88%","20,64%","75,64%","21,43%"
25753,SERRANA I,CE JOAQUIM LEITAO,"95,17%","291,66","71,72%","477,69","60,37%","449,42","85,25%","437,87","60,37%","502,62","52,44%","476,27","95,17%","22,06%","85,25%","21,02%"
25754,SERRANA I,CE JOSE VERISSIMO,"98,15%",----,"68,26%",----,"81,19%","433,45","80,46%","325,32","78,58%","427,24","81,33%","446,88","98,15%","17,66%","80,46%","20,58%"
25794,SERRANA I,CE LIONS CLUB,"99,43%","253,10","68,57%","376,75","79,43%","468,70","69,71%","366,96","80,00%","448,57","76,57%","449,85","99,43%","23,80%","69,71%","20,38%"
25746,SERRANA I,CE MARIANO PROCOPIO,"98,41%","239,52","56,57%","430,76","70,27%","469,50","59,20%","335,88","64,48%","441,44","68,34%",----,"98,41%","20,28%","59,20%","24,11%"
25755,SERRANA I,CE MAUA,"97,28%","189,79","62,93%","383,94","54,94%","408,01","67,36%","323,99","53,49%","396,39","33,72%","440,04","97,28%","18,08%","67,36%","20,85%"
25783,SERRANA I,CE MAURICIO DE ABREU,"98,51%","416,43","77,61%","510,77","78,36%","548,19","75,37%","491,96","73,13%","590,61","58,96%","533,16","98,51%","28,61%","75,37%","23,96%"
25802,SERRANA I,CE MOACYR PADILHA,"70,72%","173,33","34,23%",----,"39,02%","426,41","47,21%","251,64","40,91%","428,74","37,12%","507,35","70,72%","16,61%","47,21%","22,90%"
25756,SERRANA I,CE OSWALDO CRUZ,"96,09%","224,54","76,22%","451,26","72,97%","505,12","77,48%","386,17","78,68%","507,28","75,38%","523,40","96,09%","21,09%","77,48%","21,17%"
25784,SERRANA I,CE PAULINO FERNANDES,"100,00%","322,35","100,00%","310,59","88,24%","436,00","91,18%","322,58","85,29%","339,31","85,29%","442,76","100,00%","25,38%","91,18%","22,01%"
25795,SERRANA I,CE PRESIDENTE BERNARDES,"96,33%","219,81","58,72%","425,16","65,14%","443,94","76,15%","364,44","67,89%","435,14","46,79%","456,47","96,33%","20,78%","76,15%","21,45%"
25775,SERRANA I,CE PRINCESA ISABEL,"90,82%","229,95","75,51%","388,74","78,98%","437,57","60,33%","317,71","69,67%","392,58","57,36%",----,"90,82%","20,19%","60,33%","20,64%"
25757,SERRANA I,CE PROFESSOR ALFREDO BALTHAZAR DA SILVEIRA,"94,63%","189,33","67,06%","442,10","57,43%","497,48","67,62%","348,16","52,97%","561,16","52,57%","501,57","94,63%","18,24%","67,62%","20,96%"
25803,SERRANA I,CE PROFESSOR KOPKE,"96,89%","242,06","48,45%","448,31","72,05%","444,60","52,17%","397,56","62,11%","364,85","70,81%","345,23","96,89%","21,01%","52,17%","21,39%"
25758,SERRANA I,CE PROFESSORA ALDA BERNARDO DOS SANTOS TAVARES,"95,48%","318,15","74,58%","441,40","73,03%","488,90","60,52%","390,64","62,45%","494,16","0,13%","360,00","95,48%","21,51%","60,52%","20,81%"
25750,SERRANA I,CE PROFESSORA ALVINA VALERIO DA SILVA,"99,26%","208,04","68,40%","357,85","55,63%","394,13","70,12%","340,66","56,88%","363,99","50,94%",----,"99,26%","18,94%","70,12%","20,71%"
25785,SERRANA I,CE PROFESSORA MARIA APARECIDA BASTOS,"99,21%","362,24","82,54%","447,31","80,16%","444,75","86,51%","404,81","81,75%","452,67","67,46%","457,41","99,21%","27,46%","86,51%","22,68%"
25759,SERRANA I,CE PROFESSORA RUTH TALDO FRANCA,"93,72%","312,65","38,65%","411,00","67,63%","405,47","65,22%","305,85","73,43%","484,53","74,88%","496,47","93,72%","20,75%","65,22%","20,65%"
25760,SERRANA I,CE PROFESSORA SONIA MARIA PIEDADE DE MOURA,"100,00%","321,71","76,60%","455,47","82,27%","495,22","88,65%","389,35","80,14%","466,55","80,85%","459,10","100,00%","23,73%","88,65%","21,70%"
25786,SERRANA I,CE REPUBLICA DO LIBANO,"100,00%","307,64","100,00%","440,00","90,91%","577,14","74,55%","467,69","81,82%","525,33","89,09%","580,00","100,00%","24,65%","74,55%","22,46%"
25804,SERRANA I,CE ROBERTO COELHO PEDROSO,"98,95%","218,49","100,00%","306,94","100,00%","410,31","100,00%","275,46","100,00%","296,00","100,00%","314,58","98,95%","19,19%","100,00%","14,27%"
25776,SERRANA I,CE RUI BARBOSA,"95,15%","316,89","80,40%","438,40","68,22%","506,89","77,89%","432,46","69,19%","480,11","62,79%","467,00","95,15%","25,40%","77,89%","24,09%"
25761,SERRANA I,CE SAO FRANCISCO DE ASSIS,"76,19%","244,17","69,84%","365,45","60,32%","383,16","66,67%","312,00","68,25%","393,17","65,08%","383,41","76,19%","20,37%","66,67%","19,11%"
25805,SERRANA I,CE URBANO CARLOS DE ALMEIDA,"100,00%","214,71","75,86%","367,27","55,88%",----,"83,33%","171,08","73,53%","422,40","68,63%","458,86","100,00%","20,97%","83,33%","19,98%"
25762,SERRANA I,CE VISCONDE DE SEPETIBA,"97,78%","164,96","97,78%","296,77","60,55%","350,36","71,68%","260,46","64,66%","388,30","65,21%","410,17","97,78%","17,74%","71,68%","21,16%"
25763,SERRANA I,CEI AGROECOLOGICO BARAO DE LANGSDORFF,"95,73%","324,00","94,87%","416,58","100,00%","433,39","100,00%","387,24","100,00%","408,21","100,00%","420,00","95,73%","27,92%","100,00%","19,26%"
25797,SERRANA I,CIA JOSE FRANCISCO LIPPI,"99,53%","361,14","78,96%","494,34","89,36%","501,97","87,47%","442,56","80,61%","532,47","64,30%","528,44","99,53%","24,12%","87,47%","22,05%"
25778,SERRANA I,CIEP 038 SANTOS DUMONT - BRASIL-ALEMANHA,"100,00%","440,00","100,00%","520,00","100,00%","600,00","100,00%","460,00","100,00%","450,00","75,00%","506,67","100,00%","33,94%","100,00%","22,08%"
25764,SERRANA I,CIEP 127 FREI ACURSIO ALOISIO GONZAGA BOLWER,"97,38%","201,08","79,48%","375,64","68,10%","431,74","81,36%","328,38","70,25%","444,18","63,80%","411,46","97,38%","17,55%","81,36%","22,09%"
25765,SERRANA I,CIEP 128 MAGEPE MIRIM,"98,02%","292,32","79,21%","443,50","100,00%","351,04","100,00%","298,07","100,00%","344,52","100,00%","300,10","98,02%","20,16%","100,00%","17,15%"
25779,SERRANA I,CIEP 137 CECILIA MEIRELES,"99,06%","246,71","68,65%","380,82","74,86%","456,11","73,83%","383,63","60,86%","424,70","43,43%",----,"99,06%","18,50%","73,83%","20,39%"
25766,SERRANA I,CIEP 260 BARBOSA PORTO - BRASIL-CHILE,"95,45%","191,43","61,36%","389,63","40,91%","346,67","71,43%","77,33","42,42%","244,29","48,48%","386,25","95,45%","18,10%","71,43%","21,75%"
25780,SERRANA I,CIEP 281 GABRIELA MISTRAL,"98,53%","270,05","78,92%","430,75","64,57%","458,88","68,40%","402,69","55,61%","436,45","57,40%","446,57","98,53%","21,13%","68,40%","22,03%"
25788,SERRANA I,CIEP 285 LUIZ JOSE DAFLON GOMES,"82,84%","238,48","61,94%","435,61","25,37%","492,12","79,10%","266,41","81,34%","410,09","73,13%","400,00","82,84%","22,06%","79,10%","21,16%"
25767,SERRANA I,CIEP 327 PEDRO AMERICO,"80,00%","140,56","57,50%","360,58","34,59%","370,91","57,72%","194,81","38,99%","375,48","36,48%","410,39","80,00%","15,61%","57,72%","20,42%"
25768,SERRANA I,CIEP 441 MANÉ GARRINCHA,"78,29%","286,76","57,30%","439,75","63,35%","433,14","75,09%","383,88","55,87%","473,33","62,63%","464,74","78,29%","19,92%","75,09%","21,66%"
25769,SERRANA I,CIEP 444 ISRAEL JACOB AVERBACK,"95,59%","113,23","54,41%","327,57","52,94%","420,44","65,63%","372,63","36,47%",----,"47,06%","451,00","95,59%","13,48%","65,63%","21,26%"
25807,SERRANA I,CIEP 456 PROFESSOR MARCOS COSTA REIS DUTRA,"92,63%","247,32","57,89%","372,08","68,42%","408,52","53,68%","346,67","51,58%","480,85","60,00%","411,11","92,63%","17,18%","53,68%","22,47%"
25781,SERRANA I,CIEP 472 CANDIDO PORTINARI,"99,00%","255,21","72,31%","392,68","79,68%","429,80","62,15%","381,10","69,92%","411,76","68,92%","423,24","99,00%","20,67%","62,15%","21,34%"
25808,SERRANA I,IE PROFESSOR JOEL MONNERAT,"97,58%","388,76","97,58%","548,33","84,68%","580,95","83,06%","555,64","83,06%","548,74","83,06%","475,73","97,58%","30,49%","83,06%","23,29%"
25175,SERRANA II,CE 1º SARGENTO BM LUIZ CARLOS GONÇALVES FISCHER,"93,88%","523,48","95,92%","601,70","95,92%","613,62","95,92%","480,00","91,84%","574,22","95,92%","612,77","93,88%","29,29%","95,92%","22,51%"
25188,SERRANA II,CE 2º TENENTE BM SÉRGIO RODRIGUES DA SILVA,"95,92%","562,55","93,88%","645,22","100,00%","560,82","97,96%","636,67","100,00%","541,22","100,00%","528,98","95,92%","32,42%","97,96%","26,23%"
25194,SERRANA II,CE ALMIRANTE PROTOGENES,"91,78%","366,06","86,30%","434,29","83,56%","470,00","78,08%","360,00","75,34%","513,33","69,86%","546,67","91,78%","24,44%","78,08%","20,58%"
25189,SERRANA II,CE ANTONIO PECLY,"87,31%","309,66","78,36%","382,48","72,39%","385,26","70,90%","200,00","70,90%","442,11","68,66%","395,16","87,31%","27,02%","70,90%","20,52%"
25200,SERRANA II,CE AUGUSTO SPINELLI,"91,27%","492,17","82,54%","540,00","83,33%","548,85","80,95%","545,10","76,98%","604,12","71,43%","560,45","91,27%","34,43%","80,95%","26,14%"
25161,SERRANA II,CE BACCOPARO MARTINS,"81,63%","215,43","78,57%","344,93","41,98%",----,"73,91%","311,67","63,36%","336,74","52,67%","378,55","81,63%","23,53%","73,91%","20,56%"
25225,SERRANA II,CE BARAO DE SANTA MARIA MADALENA,"100,00%","203,81","71,88%","430,05","64,88%",----,"76,13%","217,65","73,81%","455,36","66,07%","462,76","100,00%","21,28%","76,13%","22,24%"
25181,SERRANA II,CE BARRA DE SAO JOAO,"65,57%","300,31","55,09%","379,78","45,81%","462,89","63,77%","353,65","59,88%","413,60","61,68%","406,11","65,57%","25,37%","63,77%","20,34%"
25231,SERRANA II,CE CAMPINAS II,"95,88%","292,47","95,88%","232,73","97,94%","293,47","98,97%","253,33","96,91%","273,62","97,94%","339,15","95,88%","23,06%","98,97%","13,51%"
25201,SERRANA II,CE CANADA,"69,11%","366,18","56,02%","495,56","49,25%","525,05","55,79%","468,44","49,25%","562,86","50,25%","452,57","69,11%","26,99%","55,79%","23,11%"
25202,SERRANA II,CE CARLOS MARIA MARCHON,"2,22%","360,00","93,33%","502,86","88,89%","558,00","86,67%","500,51","75,56%","524,85","91,11%","484,88","2,22%",----,"86,67%","23,43%"
25182,SERRANA II,CE CASIMIRO DE ABREU,"81,50%","223,52","72,69%","374,91","78,41%","420,68","57,71%","379,57","60,79%","503,77","29,52%","625,45","81,50%","24,38%","57,71%","21,84%"
25170,SERRANA II,CE CONDE DE NOVA FRIBURGO,"100,00%","376,00","85,00%","374,12","95,00%","486,32","90,00%","462,22","90,00%","557,65","85,00%","524,71","100,00%","26,22%","90,00%","22,53%"
25190,SERRANA II,CE CONSTANCA SOARES TEIXEIRA,"97,37%","440,00","97,37%","435,68","100,00%","496,84","100,00%","412,97","100,00%","383,16","100,00%","453,68","97,37%","30,55%","100,00%","14,40%"
25203,SERRANA II,CE DOUTOR FELICIANO COSTA,"79,17%","278,16","63,02%","424,37","50,00%","429,64","57,30%","292,22","45,54%","398,62","55,94%","403,18","79,17%","25,33%","57,30%","20,30%"
25171,SERRANA II,CE DOUTOR FRANCISCO LEITE TEIXEIRA,"88,24%","290,37","0,00%",----,"79,41%","482,96","73,53%","296,00","61,76%","430,48","67,65%","520,00","88,24%","25,50%","73,53%","21,59%"
25204,SERRANA II,CE DOUTOR GALDINO DO VALLE FILHO,"71,20%","440,00","58,40%","531,11","66,40%","559,51","69,60%","555,76","69,60%","604,60","67,20%","624,39","71,20%","27,49%","69,60%","21,56%"
25205,SERRANA II,CE DOUTOR JOAO BAZET,"81,20%","428,21","79,49%","495,91","56,43%","554,94","53,77%","425,96","58,57%","436,59","65,71%","581,74","81,20%","29,16%","53,77%","24,30%"
25156,SERRANA II,CE DOUTOR PERICLES CORREA DA ROCHA,"96,08%","295,83","82,35%","431,43","76,47%","475,90","70,59%","432,00","70,59%","448,89","72,55%","443,24","96,08%","25,64%","70,59%","21,16%"
25206,SERRANA II,CE DOUTOR TUFFY EL JAICK,"93,08%","295,53","75,38%","471,02","61,80%","515,61","65,04%","524,00","52,06%","516,77","59,55%","537,11","93,08%","25,90%","65,04%","22,44%"
25207,SERRANA II,CE DOUTOR VICENTE DE MORAES,"88,17%","251,79","74,19%","514,78","64,52%","479,33","94,62%","157,27","43,01%","381,00","54,84%","396,86","88,17%","22,64%","94,62%","11,48%"
25208,SERRANA II,CE EDUARDO BREDER,"94,17%","190,52","82,52%","423,61","78,64%","448,61","65,05%","300,61","76,70%","392,91","74,76%","424,66","94,17%","23,82%","65,05%","21,25%"
25209,SERRANA II,CE EMILIA ROSCHEMANT,"92,92%","414,10","67,26%","440,00","82,30%","541,30","78,76%","499,55","69,91%","545,64","74,34%","577,14","92,92%","28,19%","78,76%","24,23%"
25210,SERRANA II,CE ETELVINA SCHOTTZ,"74,07%","343,16","79,63%","364,65","94,44%","505,88","77,78%","443,64","83,33%","485,33","96,30%","518,46","74,07%","24,48%","77,78%","19,56%"
25198,SERRANA II,CE FARMACEUTICO RODOLFO ALBINO,"93,06%","305,19","0,00%",----,"67,06%","461,75","93,33%","317,33","80,00%","432,41","85,88%","330,47","93,06%","26,38%","93,33%","21,98%"
25176,SERRANA II,CE FRANCISCO VARELLA,"82,61%","284,21","56,52%",----,"49,06%","480,00","75,00%","470,00","52,83%","527,14","50,94%","487,41","82,61%","23,55%","75,00%","20,15%"
25183,SERRANA II,CE INDAIAÇU,"92,59%","168,00","81,48%","474,55","74,07%","476,00","70,37%","346,67","62,96%","447,06","59,26%","490,00","92,59%","22,15%","70,37%","21,70%"
25177,SERRANA II,CE INDEPENDENCIA,"0,00%",----,"80,00%","370,00","90,00%","306,67","90,00%","364,44","90,00%","528,89","90,00%","462,22","0,00%",----,"90,00%","22,41%"
25226,SERRANA II,CE JANUARIO DE TOLEDO PIZZA,"100,00%","386,32","89,47%","438,79","81,58%","485,33","76,32%","481,43","84,21%","420,00","81,58%","416,77","100,00%","25,99%","76,32%","23,62%"
25172,SERRANA II,CE JOAO DE ABREU JUNIOR,"91,67%","397,58","94,44%","482,35","86,11%","411,61","83,33%","337,33","77,78%","607,14","77,78%","570,00","91,67%","25,73%","83,33%","20,79%"
25233,SERRANA II,CE JOAO DE MORAES MARTINS,"100,00%","280,00","93,75%","440,00","81,25%","526,15","75,00%","416,67","81,25%","461,54","81,25%","452,31","100,00%","25,06%","75,00%","21,92%"
25227,SERRANA II,CE JOSE CARDOSO DE MORAES,"95,65%","420,00","78,26%","444,44","86,96%","543,16","100,00%","427,27","95,65%","441,90","95,65%","474,55","95,65%","27,63%","100,00%","19,67%"
25199,SERRANA II,CE JOSE CARLOS BOARETTO,"72,93%","274,35","81,95%","354,81","74,44%","480,00","72,93%","334,78","66,17%","480,92","78,20%","436,89","72,93%","26,12%","72,93%","21,45%"
25211,SERRANA II,CE JOSE MARTINS DA COSTA,"91,30%","463,81","0,00%",----,"76,09%","544,00","60,87%","472,59","69,57%","570,00","63,04%","594,48","91,30%","31,96%","60,87%","23,71%"
25212,SERRANA II,CE JULIO SALUSSE,"81,62%","322,79","99,26%","379,85","97,79%","435,76","84,56%","477,41","80,15%","521,83","0,74%","560,00","81,62%","24,38%","84,56%","21,88%"
25157,SERRANA II,CE LEOPOLDO OSCAR STUTZ,"100,00%","393,44","0,00%",----,"100,00%","390,48","68,25%","400,00","93,65%","413,56","100,00%","422,22","100,00%","28,94%","68,25%","22,81%"
25235,SERRANA II,CE MARIA MARINA PINTO SILVA,"91,53%","245,19","83,05%","396,67","69,49%","418,54","74,58%","404,76","83,05%","499,17","74,58%","492,68","91,53%","25,45%","74,58%","21,49%"
25195,SERRANA II,CE MARIA ROSA TEIXEIRA,"90,20%","310,00","80,39%","436,10","78,43%","514,00","82,35%","453,33","58,82%","538,67","62,75%","567,50","90,20%","28,20%","82,35%","22,84%"
25162,SERRANA II,CE MARIA VERALBA FERRAZ,"95,68%","260,61","97,12%","316,64","98,56%","314,12","84,89%","325,13","90,65%","333,44","51,08%","471,18","95,68%","20,04%","84,89%","18,37%"
25163,SERRANA II,CE MARIA ZULMIRA TORRES,"81,09%","332,67","84,58%","509,41","75,62%","495,10","66,17%","471,63","79,10%","507,42","78,11%","440,77",----,----,----,----
25173,SERRANA II,CE MARIA ZULMIRA TORRES,"90,96%","354,09","81,93%","445,00","80,72%","476,99","78,31%","434,96","78,92%","466,26","73,49%","486,33",----,----,----,----
25213,SERRANA II,CE PADRE FRANCA,"87,04%","471,49","72,22%","543,16","64,81%","595,43","68,52%","448,65","61,11%","553,94","46,30%","590,40","87,04%","32,13%","68,52%","24,17%"
25214,SERRANA II,CE PADRE MADUREIRA,"88,89%","290,00","74,07%","551,58","70,37%","545,26","92,59%","467,20","81,48%","540,00","77,78%","523,81","88,89%","26,73%","92,59%","21,96%"
